OMRÅDE;YDELSESART;TID;INDHOLD
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1995M07 1995M07;3826
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1995M08 1995M08;3966
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1995M09 1995M09;3912
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1995M10 1995M10;3740
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1995M11 1995M11;3728
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1995M12 1995M12;3757
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1996M01 1996M01;3667
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1996M02 1996M02;3700
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1996M03 1996M03;3966
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1996M04 1996M04;3866
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1996M05 1996M05;3904
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1996M06 1996M06;3876
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1996M07 1996M07;3949
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1996M08 1996M08;4033
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1996M09 1996M09;3884
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1996M10 1996M10;3949
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1996M11 1996M11;3828
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1996M12 1996M12;3961
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1997M01 1997M01;3768
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1997M02 1997M02;3939
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1997M03 1997M03;3840
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1997M04 1997M04;3908
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1997M05 1997M05;3799
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1997M06 1997M06;3836
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1997M07 1997M07;3949
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1997M08 1997M08;3855
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1997M09 1997M09;3699
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1997M10 1997M10;3718
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1997M11 1997M11;3585
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1997M12 1997M12;3689
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1998M01 1998M01;3539
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1998M02 1998M02;3584
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1998M03 1998M03;3539
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1998M04 1998M04;3435
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1998M05 1998M05;3370
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1998M06 1998M06;3514
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1998M07 1998M07;3607
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1998M08 1998M08;3377
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1998M09 1998M09;3329
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1998M10 1998M10;3346
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1998M11 1998M11;3234
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1998M12 1998M12;3366
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1999M01 1999M01;3397
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1999M02 1999M02;3317
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1999M03 1999M03;3355
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1999M04 1999M04;3236
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1999M05 1999M05;3193
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1999M06 1999M06;3255
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1999M07 1999M07;3299
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1999M08 1999M08;3254
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1999M09 1999M09;3272
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1999M10 1999M10;3197
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1999M11 1999M11;3195
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;1999M12 1999M12;3210
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2000M01 2000M01;3146
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2000M02 2000M02;3252
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2000M03 2000M03;3305
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2000M04 2000M04;3224
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2000M05 2000M05;3235
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2000M06 2000M06;3266
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2000M07 2000M07;3233
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2000M08 2000M08;3307
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2000M09 2000M09;3252
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2000M10 2000M10;3174
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2000M11 2000M11;3234
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2000M12 2000M12;3289
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2001M01 2001M01;3228
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2001M02 2001M02;3270
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2001M03 2001M03;3257
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2001M04 2001M04;3118
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2001M05 2001M05;3197
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2001M06 2001M06;3183
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2001M07 2001M07;3155
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2001M08 2001M08;3239
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2001M09 2001M09;3119
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2001M10 2001M10;3174
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2001M11 2001M11;3242
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2001M12 2001M12;3244
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2002M01 2002M01;3289
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2002M02 2002M02;3386
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2002M03 2002M03;3434
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2002M04 2002M04;3421
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2002M05 2002M05;3422
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2002M06 2002M06;3465
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2002M07 2002M07;3390
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2002M08 2002M08;3317
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2002M09 2002M09;3462
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2002M10 2002M10;3468
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2002M11 2002M11;3335
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2002M12 2002M12;3370
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2003M01 2003M01;3294
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2003M02 2003M02;3534
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2003M03 2003M03;3493
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2003M04 2003M04;3358
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2003M05 2003M05;3481
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2003M06 2003M06;3475
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2003M07 2003M07;3466
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2003M08 2003M08;3419
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2003M09 2003M09;3513
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2003M10 2003M10;3527
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2003M11 2003M11;3408
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2003M12 2003M12;3468
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2004M01 2004M01;3133
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2004M02 2004M02;3195
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2004M03 2004M03;3423
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2004M04 2004M04;3270
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2004M05 2004M05;3278
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2004M06 2004M06;3404
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2004M07 2004M07;3264
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2004M08 2004M08;3168
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2004M09 2004M09;3210
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2004M10 2004M10;3231
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2004M11 2004M11;3263
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2004M12 2004M12;3356
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2005M01 2005M01;2981
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2005M02 2005M02;3179
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2005M03 2005M03;3211
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2005M04 2005M04;3116
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2005M05 2005M05;3228
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2005M06 2005M06;3228
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2005M07 2005M07;3148
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2005M08 2005M08;3065
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2005M09 2005M09;3146
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2005M10 2005M10;3112
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2005M11 2005M11;3119
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2005M12 2005M12;3108
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2006M01 2006M01;2874
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2006M02 2006M02;3084
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2006M03 2006M03;3188
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2006M04 2006M04;3030
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2006M05 2006M05;3088
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2006M06 2006M06;3145
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2006M07 2006M07;2923
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2006M08 2006M08;2756
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2006M09 2006M09;2921
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2006M10 2006M10;2899
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2006M11 2006M11;2900
147 Frederiksberg;TOT Modtagere af kontanthjælp mv. i alt;2006M12 2006M12;2940
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1994M01 1994M01;24393
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1994M02 1994M02;25622
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1994M03 1994M03;25527
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1994M04 1994M04;25476
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1994M05 1994M05;25662
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1994M06 1994M06;25578
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1994M07 1994M07;25623
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1994M08 1994M08;25490
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1994M09 1994M09;25149
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1994M10 1994M10;24555
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1994M11 1994M11;24880
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1994M12 1994M12;26731
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1995M01 1995M01;23315
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1995M02 1995M02;24066
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1995M03 1995M03;24543
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1995M04 1995M04;23286
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1995M05 1995M05;23452
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1995M06 1995M06;23808
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1995M07 1995M07;22985
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1995M08 1995M08;23650
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1995M09 1995M09;23215
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1995M10 1995M10;23158
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1995M11 1995M11;23220
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1995M12 1995M12;24505
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1996M01 1996M01;22779
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1996M02 1996M02;23763
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1996M03 1996M03;24260
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1996M04 1996M04;23507
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1996M05 1996M05;23714
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1996M06 1996M06;23448
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1996M07 1996M07;23400
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1996M08 1996M08;23216
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1996M09 1996M09;22858
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1996M10 1996M10;23366
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1996M11 1996M11;22956
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1996M12 1996M12;24158
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1997M01 1997M01;22367
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1997M02 1997M02;23016
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1997M03 1997M03;22832
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1997M04 1997M04;23597
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1997M05 1997M05;23281
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1997M06 1997M06;23015
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1997M07 1997M07;23011
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1997M08 1997M08;22781
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1997M09 1997M09;22532
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1997M10 1997M10;22919
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1997M11 1997M11;22130
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1997M12 1997M12;24164
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1998M01 1998M01;21964
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1998M02 1998M02;22665
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1998M03 1998M03;23033
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1998M04 1998M04;22379
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1998M05 1998M05;22695
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1998M06 1998M06;22684
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1998M07 1998M07;22663
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1998M08 1998M08;21382
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1998M09 1998M09;20684
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1998M10 1998M10;20906
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1998M11 1998M11;20317
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1998M12 1998M12;21570
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1999M01 1999M01;20891
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1999M02 1999M02;20667
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1999M03 1999M03;21203
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1999M04 1999M04;20859
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1999M05 1999M05;20417
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1999M06 1999M06;20718
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1999M07 1999M07;20421
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1999M08 1999M08;20139
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1999M09 1999M09;20453
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1999M10 1999M10;20374
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1999M11 1999M11;20360
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;1999M12 1999M12;20990
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2000M01 2000M01;20135
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2000M02 2000M02;20901
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2000M03 2000M03;21216
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2000M04 2000M04;20232
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2000M05 2000M05;20356
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2000M06 2000M06;20278
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2000M07 2000M07;19477
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2000M08 2000M08;20049
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2000M09 2000M09;19781
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2000M10 2000M10;19571
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2000M11 2000M11;19787
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2000M12 2000M12;20286
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2001M01 2001M01;19560
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2001M02 2001M02;19877
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2001M03 2001M03;20186
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2001M04 2001M04;19511
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2001M05 2001M05;19569
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2001M06 2001M06;19791
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2001M07 2001M07;19360
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2001M08 2001M08;19539
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2001M09 2001M09;18866
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2001M10 2001M10;19438
150 Københavns Amt;TOT Modtagere af kontanthjælp mv. i alt;2001M11 2001M11;19637
